0.18534	2132	0.00058037	574	446.5
0.15541	2228	0.00018635	1047	366.35
0.2237	2224	0.00025448	1016	534
0.12831	2453	0.00025348	434	323.69
0.39901	2475	0.00042843	993	981.3
0.14182	2308	0.00027998	709	335.03
0.24771	2135	0.00029052	965	604.92
0.37291	2195	0.00041295	1083	866.09
0.36625	2077	0.00046631	544	861.96
0.47794	1913	0.00058298	1008	1120.3
0.12438	2197	0.00023263	628	296.91
0.046634	2517	0.0004006	678	109.34
0.16188	2465	0.00018549	469	397.79
0.69172	1745	0.0010471	1173	1311.9
0.099279	2330	0.00041413	657	234.37
0.17103	2165	0.00021967	657	394.67
0.22437	2118	0.00026352	949	547.46
0.22363	2510	0.00034725	481	546.75
0.16069	2126	0.00033132	624	389.67
0.22668	2203	0.00025177	985	542.5
0.11269	2286	0.00013289	545	275.31
0.14506	2210	0.00022245	526	355.78
0.27642	2126	0.00032193	998	664.3
0.5297	1786	0.00069899	1029	1174.1
0.11638	2083	0.0002495	670	275.15
0.087221	2389	0.00034796	600	209.74
0.084873	2261	0.00018551	585	205.93
0.18776	3087	0.00051158	483	461.42
0.22335	1978	0.00044343	491	546.41
0.28303	2005	0.00035408	1040	657.89
0.11178	3028	0.00042632	384	281.53
0.13054	2165	0.00016233	1008	312.45
0.043193	2620	0.00015408	13	103.42
0.23621	2390	0.00025554	946	583.63
0.27439	2055	0.00032669	936	673.61
0.11221	2239	0.00015799	692	260.62
0.53527	1948	0.00065939	1116	1174.7
0.071975	2445	0.00042596	645	170.55
0.11584	3290	0.00019444	436	280.92
0.20548	2338	0.00022291	889	517.36
0.23647	2150	0.00028459	981	578.12
0.31346	2155	0.00036085	959	769.43
0.074103	2765	0.00014675	13	182.27
0.066463	2555	0.00024127	454	168.12
0.19602	2098	0.00023584	1005	465.92
0.15232	2581	0.00018151	504	373.03
0.099665	2228	0.00014328	663	244.2
0.25647	2348	0.00027747	949	631.56
0.18209	2191	0.00021379	934	449.95
0.14365	2195	0.00022966	536	355.91
0.3644	1888	0.00048059	1088	792.52
0.2278	1917	0.00036674	749	530.24
0.21005	2016	0.00035849	582	498.34
0.22701	1954	0.00030238	1026	522.62
0.10939	2260	0.00015585	18	278.01
0.1599	2242	0.00018612	750	389.71
0.15319	2349	0.0001881	594	362.39
0.11981	2165	0.00025155	786	284.99
0.1	2432	0.00022643	568	242.45
0.13043	2282	0.00015417	1048	307.09
0.15574	2264	0.00045582	662	363.74
0.063372	2730	0.00012245	609	154.04
0.12013	2465	0.00024743	511	297.57
0.40191	2201	0.00043328	965	983.36
0.097869	2499	0.00034337	481	243.81
0.40608	2524	0.00040474	949	1001.7
0.088618	2570	0.00019187	12	218.01
0.16206	2239	0.00038179	622	381.8
0.14265	2247	0.00016521	1027	335.11
0.2813	1937	0.0003627	935	686.79
0.27122	2051	0.00032146	946	661.68
0.19501	2173	0.00022988	936	480.58
0.2049	1934	0.00041876	751	446.38
0.11004	2279	0.00023537	632	262.6
0.24748	2182	0.00028031	1029	583.93
0.31297	2096	0.00036882	1042	732.01
0.093657	2387	0.00012998	14	223.67
0.09302	2476	0.00035008	448	233.22
0.47964	1871	0.00059799	1007	1109.8
0.68273	1745	0.00095115	1092	1418.2
0.097868	2522	0.00018273	438	249.28
0.38631	1935	0.00056276	808	843.44
1.0413	1734	0.0014231	1090	2210.9
0.18467	2091	0.00030884	542	448.64
0.21901	2078	0.00037645	549	529.38
0.13799	2344	0.00015923	723	342.24
0.13835	2830	0.00022789	426	348.47
0.39161	2202	0.00043811	1040	931.42
0.087963	2856	0.00024531	410	221.42
1.4165	1583	0.0023346	1096	2677.3
0.15631	2215	0.00027475	583	375.82
0.32553	2034	0.0003797	972	784.52
0.2226	2852	0.00023285	923	552.02
0.19422	2124	0.0004044	711	440.44
0.35481	1954	0.00043383	1064	789.84
0.1278	2303	0.00015038	781	309.45
0.76107	1949	0.00089302	1072	1758.6
0.14021	2171	0.0002149	693	325.96
0.22721	2109	0.00027068	995	543.35
0.23717	2022	0.0003202	1161	507.28
0.31738	1987	0.00038577	968	758.43
0.392	1991	0.00046591	924	967.8
0.11701	2199	0.00015401	941	269.41
0.40145	1855	0.0005668	616	886.96
0.59859	3600	0.00042855	993	1244.2
0.17729	2187	0.00051413	565	430.03
0.67559	1736	0.00093594	1049	1472.6
0.14373	2261	0.00023167	599	364.66
0.10939	2802	0.00016941	419	276.13
0.1341	2187	0.00017887	1019	296.93
0.056031	2886	0.00021676	421	141.23
0.08921	2224	0.00026055	600	215.9
0.28874	2070	0.0003377	983	695.32
0.34361	1966	0.0004256	1051	782.87
0.06984	2533	0.00038631	734	160.02
0.34662	1888	0.0004665	1083	760.03
0.30983	2116	0.00036059	1005	741.89
0.11769	2210	0.00038033	680	283.73
0.21614	2343	0.00023773	1044	511.94
0.0942	2335	0.00022411	573	230.12
0.21283	2180	0.00024552	950	524.14
0.15626	2373	0.00018556	478	388.77
0.1838	2148	0.00033568	586	449.75
0.58799	1737	0.00080328	1047	1250.6
0.84779	1781	0.0011286	1092	1829.1
0.23121	2150	0.0002707	1071	532.85
0.2978	2281	0.00032092	971	726.25
0.17501	2172	0.00047475	560	423.47
0.68658	1744	0.0009761	1101	1424.5
0.15861	2268	0.00037686	467	397.93
0.072627	2783	0.00015746	572	182.47
0.10199	2237	0.00041819	639	243.9
0.044924	3547	0.00035206	415	110.73
0.18931	2271	0.00050097	516	467.51
0.12473	2619	0.00024961	604	313.81
0.13081	2344	0.00024952	537	321.03
0.26789	2031	0.0003141	994	630.27
0.083551	2644	0.00038996	478	203.94
0.20812	2038	0.00025245	983	494.4
0.33129	2079	0.00038207	1011	781.52
0.14751	2765	0.00037458	409	371.58
0.20131	2673	0.00039181	480	497.06
0.14579	2309	0.0003905	559	356.62
0.12139	2179	0.0003623	560	299.3
0.082049	2603	0.00018001	696	189.51
0.055456	2508	0.00018788	542	136.13
0.11358	2322	0.00039745	531	282.16
0.21502	2280	0.00025578	479	531.71
0.22853	2231	0.00025684	985	554.15
0.39439	1905	0.00049319	947	955.15
0.41564	2028	0.00048743	976	1006.2
0.37436	2371	0.00039195	1002	905.09
0.1563	3034	0.00043991	433	387.49
0.15549	1982	0.00033578	648	364.76
0.064518	2517	0.00015831	17	164.72
0.12783	2119	0.00060319	687	298.51
0.14856	2199	0.0004012	667	356.15
0.080064	2152	0.00022794	730	186.25
0.35176	1881	0.00045575	1034	789.22
0.30295	2179	0.00033115	974	734.24
0.39052	1870	0.00050101	990	914.41
0.43878	1819	0.00063572	1142	883.44
0.037245	2844	0.00024061	441	93.122
0.31587	2137	0.00035487	508	783.43
0.14203	2547	0.00032003	537	349
0.1318	2456	0.00015161	489	329.12
0.25315	2020	0.00031355	1025	591.83
0.073562	2159	0.00033111	708	173.03
0.30774	2092	0.00067145	408	765.12
0.25312	1968	0.00035884	593	593.91
0.076688	2340	0.00019299	731	184.61
0.044949	2626	0.00036545	614	107.55
0.21815	2481	0.00023462	922	544.05
0.12345	2743	0.00039144	532	303.23
0.18699	2066	0.00023979	1061	427.65
0.21527	2304	0.00024693	1009	518.8
0.12342	2139	0.00029805	639	295.8
0.1892	2197	0.00022598	908	474.09
0.22182	2422	0.00024311	1018	534.72
0.040617	2451	0.00038618	586	98.773
0.18052	2192	0.00020868	999	431.19
0.19168	2176	0.00035643	501	472.81
0.15906	2332	0.0001854	897	401.5
0.15433	2567	0.00063875	511	382.85
0.35066	2098	0.00041857	634	824.1
0.15326	2138	0.00026852	636	361.81
0.18897	2069	0.00024571	1094	426.4
0.14225	2476	0.00015661	911	355.85
0.2313	2119	0.00026787	1017	543.71
0.24554	2165	0.00027615	961	596.73
0.098268	2249	0.00020109	511	245.57
0.16987	3600	0.00039872	412	411.63
0.24316	2088	0.00029516	985	586.39
0.20847	2311	0.00023105	955	511.84
0.83732	1698	0.0012519	1118	1675.1
0.45132	2037	0.0005206	990	1088.4
0.095362	2156	0.00044708	598	232.88
0.1615	2067	0.00025365	565	392.22
0.20533	2037	0.0004289	687	464.35
0.16007	2114	0.00023174	514	396.36
